speaker_id,tag,n_rows
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,softer,620
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,confused,609
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,more seriously,605
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,more quietly,598
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,enunciating every word,595
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,deep breath,593
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,sniffle,591
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,groan,590
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,empathetically,588
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,relieved,587
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,short pause,587
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,thoughtfully,586
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,nervous laugh,585
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,enthusiastically,582
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,regretful,582
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,smiling speaking,582
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,very quickly,581
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,formal,580
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,laugh loudly,579
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,voice breaking,572
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,child-like,545
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,laugh hard,543
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,happy,540
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,louder,540
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,cheerfully,537
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,voice cracking,534
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,bored,532
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,furious,524
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,over confidently,519
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,proudly,513
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,condescending,505
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,voice dropping lower,504
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,whispering loudly,503
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,anxious,496
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,angry,489
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,high-pitched,487
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,upset,485
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,sad,480
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,loudly,478
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,laughing,477
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,stuttering,476
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,extremely happy,475
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,very sincerely,472
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,voice softening,472
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,professionally,471
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,determined,466
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,flirtatious,466
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,slurring,465
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,very excited,461
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,sleepily,460
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,apologetic,458
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,gasp softly,445
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,very sad,445
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,sarcastically,433
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,yawn,431
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,gasp loudly,411
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,very loudly,410
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,shy,405
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,overly polite,402
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,pleading,399
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"normal voice, laughing",390
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,crying while speaking,388
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,voice hardening,387
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,desperately,382
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,whispered,377
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,jealous,372
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,triumphantly,366
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"normal voice, frustrated",365
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,stronger,363
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,more intensely,362
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,laugh hysterically,356
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,sneeze,355
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,groans,349
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,sighs,344
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,words speeding up,344
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,amused,340
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,words tumbling faster,340
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,cry,335
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,helpfully,319
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,reassuring,314
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,chuckling,313
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,giggling,310
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,raspy,310
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,snort,310
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,chuckles,308
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,gently,308
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,very melancholic,306
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,barely audible,303
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,steadier,301
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,trembling,300
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,breathlessly,299
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,voice rising,298
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,more gently,297
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,compassionately,296
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,excitedly,295
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,breathy,293
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,building intensity,290
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,very meekly,289
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,sincere,288
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,getting louder,286
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,playfully,276
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,thoughtful pause,275
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,melancholic,273
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,sighs heavily,272
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,voice strengthening,269
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,triumphant,268
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,wheezy,267
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,nervously,265
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,shaky voice,265
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,gratefully,264
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,tenderly,263
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,gleefully,261
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,hoarse,261
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,hopefully,260
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,sharp exhale,259
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,politely,258
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,sniffling,254
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,cry loudly,248
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,scoff,248
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,sincerely,248
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,voice rising with each word,248
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,meekly,247
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,defensive,246
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quietly,245
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,shaky,245
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,smooth,245
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,calmly,243
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,regular voice,242
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,instructive,241
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,more animated,240
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"normal voice, uncertain",240
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,eagerly,237
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,surprised,237
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,building excitement,234
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,scornfully,234
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,voice growing stronger,233
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,giggle,232
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,voice dropping to whisper,232
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,voice rising with excitement,232
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,hesitant,231
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,clears throat,230
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,whimper,229
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,sympathetically,228
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,reassuringly,225
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,reassuring tone,224
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,soft chuckle,223
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,urgently,220
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,apologetically,218
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,incredulous,217
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,rapidly,215
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,narrating,214
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,voice cracking slightly,214
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,slower,213
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"normal voice, quickly",212
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,heavy sigh,211
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,hollow laugh,211
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,gasps,210
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,softly,207
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,suddenly quiet,205
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,voice soaring,205
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,muttering,204
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,curiously,203
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,breath,200
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,grunt,200
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,hmmm,200
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,bitterly,199
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,spitefully,199
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,in disbelief,194
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,joyfully,194
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,shaky breath,194
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,more urgently,193
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,cackling,192
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,dreamily,192
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,sharp intake,191
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"regular voice, frustrated",190
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,scheming,190
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,hopeful,186
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,emotionally,185
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,sob,183
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,accusingly,182
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,suddenly high energy,181
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,suddenly quickly,179
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,exhales sharply,177
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,more desperately,177
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,voice brightening,176
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,more forcefully,174
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,relieved sigh,172
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,exhale,171
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,snorts,171
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,brightening,169
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,laughing heartily,169
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,more enthusiastically,168
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,squealing,167
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,voice cracking with emotion,166
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,soft laugh,165
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,suddenly confident,165
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,anxiously,163
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,nasal,163
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"normal voice, excited",163
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,cackle,162
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,encouragingly,162
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,more confidently,162
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,suddenly high pitched,160
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,voice rising sharply,160
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,concerned,159
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,voice fading,158
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,suddenly pausing,156
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,gulp,155
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,gentle laugh,154
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,relieved exhale,154
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,building enthusiasm,152
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,gentler,152
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,frantically,151
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,laughs nervously,151
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,long exhale,150
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,long sigh,150
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,suddenly whispering,150
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,appreciatively,149
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,voice breaking slightly,149
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,contemplative,148
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,sharp laugh,148
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,shriek,148
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,wheeze,148
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,groaning,147
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,high energy,145
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,voice catching,145
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,hiss,144
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,nervous chuckle,144
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,choking up,143
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,matter-of-fact,143
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,shuddering breath,142
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,whispers,142
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,words tumbling out faster,142
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,increasingly animated,141
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,voice dropping,141
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,contentedly,140
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,hiccup,140
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,voice speeding up,140
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,breathless,139
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,growl,139
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,measured pace,139
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,mysteriously,139
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,zero energy,139
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,jubilantly,138
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,voice rising with passion,138
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,suddently serious,136
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,voice shaking,136
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,pleading tone,135
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,resigned,135
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,scoffs,135
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,wearily,135
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,chuckling warmly,134
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,giggling uncontrollably,133
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,mockingly,133
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,sighs deeply,133
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,professional tone,132
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,sniff,132
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,suspicious,132
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,measured tone,131
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,more energetically,131
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"normal voice, tired",131
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,overwhelmed,131
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,voice trembling,131
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,really excited suddenly,130
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,defensively,129
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,getting faster,129
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,nervous giggle,129
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,voice climbing higher,129
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,whimpering,129
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,bitter chuckle,128
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,hysterical laugh,128
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"normal voice, impressed",128
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,voice lifting,128
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,exuberantly,127
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,frustrated sigh,126
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,sighing,126
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,sympathetic,126
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,snarl,125
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,voice trailing off,125
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,skeptically,123
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,touched,123
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,through tears,122
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,gasping,121
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,laughs,121
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,speaking slowly,121
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,through gritted teeth,121
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,almost inaudible,120
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quivering,120
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,wail,120
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,chuckles softly,118
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,moan,118
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,more passionately,118
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,skeptical,118
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quick breath,117
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,amazed,116
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,dramatically,116
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,whistle,116
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,chuckle softly,115
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,exhales slowly,115
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,melodic,115
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,trembling whisper,115
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,deadpan,114
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,quickening pace,114
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,snicker,114
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,voice thick with emotion,114
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,belch,113
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,decisively,113
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,harsh laugh,113
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,hum melodically,113
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,pleased,113
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,demanding,112
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,euphorically,112
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,patiently,112
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,sharp inhale,112
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,voice warming,112
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,carefully,111
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,"regular voice, uncertain",111
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,steadying breath,111
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,earnestly,110
6153c1ff-399e-4bdc-bcdf-bdd0219d2fc1,emotional,110
